Universidad,url_universidad,ciudad,estado,n_profesores
ORT,https://www.misprofesores.com/escuelas/ORT_5645,CHIAPAS,CHIAPAS,1
ORYIZ RUBIO LEGAL,https://www.misprofesores.com/escuelas/ORYIZ-RUBIO-LEGAL_5213,DF,DF,1
Oxford school of  english,https://www.misprofesores.com/escuelas/Oxford-school-of-english_6582,NL,Mty,12
Pablo Livas poniente,https://www.misprofesores.com/escuelas/Pablo-Livas-poniente_7331,Monterrey,México,9
Pablo vi,https://www.misprofesores.com/escuelas/Pablo-vi_9587,Colombia,A,2
PADILLA SANABRIA LIZBET XOCHITL MASONERIA EN ACATLAN,https://www.misprofesores.com/escuelas/PADILLA-SANABRIA-LIZBET-XOCHITL-MASONERIA-EN-ACATLAN_5784,DF,DF,1
Padre elizalde,https://www.misprofesores.com/escuelas/Padre-elizalde_9064,Buenos Aires,Bien,2
Pan American school,https://www.misprofesores.com/escuelas/Pan-American-school_8671,Monterrey,Nuevo León ,1
pan3,https://www.misprofesores.com/escuelas/pan3_2121,neza,mexico,2
PAPER,https://www.misprofesores.com/escuelas/PAPER_11712,PUEBLA,PUEBLA,1
paulo freide,https://www.misprofesores.com/escuelas/paulo-freide_9776,aguascalientes,aguascalientes,1
PCA,https://www.misprofesores.com/escuelas/PCA_8205,Linares,Nuevo León,1
Pedagogia UNAM,https://www.misprofesores.com/escuelas/Pedagogia-UNAM_6249,CDMX,DF,3
pedagogica,https://www.misprofesores.com/escuelas/pedagogica_3118,durango,durango,1
Pedro casas,https://www.misprofesores.com/escuelas/Pedro-casas_9333,Mexico,Tepic,1
Pedro Martínez noriega,https://www.misprofesores.com/escuelas/Pedro-Martinez-noriega_10960,Mante,Tamaulipas ,1
Pedro Martínez Vázquez,https://www.misprofesores.com/escuelas/Pedro-Martinez-Vazquez_9340,Irapuato,Guanajuato,1
Pedro Rodríguez Vargas,https://www.misprofesores.com/escuelas/Pedro-Rodriguez-Vargas_10079,Zumpango ,De mexico ,1
Pepe pollo vagina,https://www.misprofesores.com/escuelas/Pepe-pollo-vagina_7975,Que te valga VERGA,Tu puta madre,1
PERIODISMO Y ARTE EN RARIO Y TELEVISION,https://www.misprofesores.com/escuelas/PERIODISMO-Y-ARTE-EN-RARIO-Y-TELEVISION_2292,D:F.,D.F.,1
Perualandia,https://www.misprofesores.com/escuelas/Perualandia_2486,Morelia,Michoacan,2
PICHIRILO ROJAS,https://www.misprofesores.com/escuelas/PICHIRILO-ROJAS_4629,PUEBLA,PUEBLA,1
Pimaria francisco I madero,https://www.misprofesores.com/escuelas/Pimaria-francisco-I-madero_8710,Altamira,Tamaulipas,2
Piña Moreno Imelda,https://www.misprofesores.com/escuelas/Pina-Moreno-Imelda_3863,México,D.F,1
Pipila,https://www.misprofesores.com/escuelas/Pipila_7906,Gtoc,San miguel de allende guanajuato,1
pito,https://www.misprofesores.com/escuelas/pito_10112,culo ,caca,1
Plan de ayala,https://www.misprofesores.com/escuelas/Plan-de-ayala_8956,Nuevo Laredo,Tamaulipas,2
Plantel 01 de pueblo viejo Veracruz cobaev,https://www.misprofesores.com/escuelas/Plantel-01-de-pueblo-viejo-Veracruz-cobaev_9982,Pueblo viejo Veracruz ,Veracruz,1
Plantel 041,https://www.misprofesores.com/escuelas/Plantel-041_8548,Oaxaca,San José independencia ,1
Plantel 1,https://www.misprofesores.com/escuelas/Plantel-1_8525,Villahermosa,Tabasco ,1
Plantel 21,https://www.misprofesores.com/escuelas/Plantel-21_8085,México,Tabasco,1
Plantel Fundación Azteca,https://www.misprofesores.com/escuelas/Plantel-Fundacion-Azteca_5848,México ,CDMX,28
Plantel IEBO 115 San Juan Lagunas,https://www.misprofesores.com/escuelas/Plantel-IEBO-115-San-Juan-Lagunas_7989,Putla de Guerrero ,Oaxaca,1
Playas Elementary And Junior High School,https://www.misprofesores.com/escuelas/Playas-Elementary-And-Junior-High-School_9748,Tijuana,Baja Caliornia,1
Policarpa. De. Monteria,https://www.misprofesores.com/escuelas/Policarpa-De-Monteria_11512,Monteria,Colombia,1
Politécnico,https://www.misprofesores.com/escuelas/Politecnico_5732,México ,,2
Ponciano arriaga,https://www.misprofesores.com/escuelas/Ponciano-arriaga_9541,Santa anita,Jalisco,1
Porfirio parra 2139,https://www.misprofesores.com/escuelas/Porfirio-parra-2139_9864,Chihuahua,Chihuahua,1
PORTEUR,https://www.misprofesores.com/escuelas/PORTEUR_11708,LA PAZ,BAJA CALIFORNIA,1
Posgrado Ciencias Biológicas-UNAM,https://www.misprofesores.com/escuelas/Posgrado-Ciencias-BiologicasUNAM_10578,CDMX,CDMX,3
Posgrado de la Facultad de Ingeniería (UNAM),https://www.misprofesores.com/escuelas/Posgrado-de-la-Facultad-de-Ingenieria-UNAM_5070,México,Cuidad de México,4
Posgrado Derecho U de G,https://www.misprofesores.com/escuelas/Posgrado-Derecho-U-de-G_2706,México,Jalisco,2
"Posgrado en Ciencias de la Tierra, UNAM",https://www.misprofesores.com/escuelas/Posgrado-en-Ciencias-de-la-Tierra-UNAM_5354,Ciudad Universitaria,Ciudad de México,17
Posgrado en Ciencias Matemátcas UNAM,https://www.misprofesores.com/escuelas/Posgrado-en-Ciencias-Matematcas-UNAM_10591,Ciudad de México,CDMX,8
Posgrado en Ingeniería UNAM Campus Morelos,https://www.misprofesores.com/escuelas/Posgrado-en-Ingenieria-UNAM-Campus-Morelos_3461,Jiutepec,Morelos,24
Posgrado UNAM C.U (Ingeniería Civil),https://www.misprofesores.com/escuelas/Posgrado-UNAM-CU-Ingenieria-Civil_4971,México,Distrito Federal,1
Potosinos ilustres,https://www.misprofesores.com/escuelas/Potosinos-ilustres_9980,México,San Luis Potosí,1
"PREFECO ""C.P. Gilberto Martínez Gutiérrez""",https://www.misprofesores.com/escuelas/PREFECO-CP-Gilberto-Martinez-Gutierrez_4659,Tehuacán,Puebla,27
PREFECO LÁZARO CÁRDENAS,https://www.misprofesores.com/escuelas/PREFECO-LAZARO-CARDENAS_5935,Zacapu,Michoacán,14
PREFECO Melchor Ocampo,https://www.misprofesores.com/escuelas/PREFECO-Melchor-Ocampo_9118,Morelia ,Michoacan ,5
PRENONS LASCENSE,https://www.misprofesores.com/escuelas/PRENONS-LASCENSE_11709,AGUASCALIENTES,AGUASCALIENTES,1
Prep. Lázaro Cárdenas del Río,https://www.misprofesores.com/escuelas/Prep-Lazaro-Cardenas-del-Rio_7722,Puebla,Puebla,2
"PREPA 1 PLANTEL ""LIC. ADOLFO LOPEZ MATEOS"" UAEMex.",https://www.misprofesores.com/escuelas/PREPA-1-PLANTEL-LIC-ADOLFO-LOPEZ-MATEOS-UAEMex_5016,Toluca,Edomex,47
Prepa 1 UAEH,https://www.misprofesores.com/escuelas/Prepa-1-UAEH_6775,Pachuca,Hidalgo,38
Prepa 1 UAGro,https://www.misprofesores.com/escuelas/Prepa-1-UAGro_7922,Chilpancingo,Guerrero,4
prepa 12,https://www.misprofesores.com/escuelas/prepa-12_2238,mexico,jalisco,3
prepa 15 de la udg,https://www.misprofesores.com/escuelas/prepa-15-de-la-udg_2234,guadalajara,guadalajara,3
Prepa 2,https://www.misprofesores.com/escuelas/Prepa-2_5169,Distrito Federal,,4
Prepa 2,https://www.misprofesores.com/escuelas/Prepa-2_6929,CDMX,,1
"PREPA 2 PLANTEL ""NEZAHUALCÓYOTL"" UAEMex.",https://www.misprofesores.com/escuelas/PREPA-2-PLANTEL-NEZAHUALCOYOTL-UAEMex_5376,Toluca,México,33
Prepa 2 uaeh,https://www.misprofesores.com/escuelas/Prepa-2-uaeh_6784,Tulancingo,Hidalgo,21
prepa 2 unam,https://www.misprofesores.com/escuelas/prepa-2-unam_6699,mexico,,3
Prepa 2 unam,https://www.misprofesores.com/escuelas/Prepa-2-unam_6485,Mexico,Cdmx,3
Prepa 25,https://www.misprofesores.com/escuelas/Prepa-25_6016,MONTERREY,NUEVO LEON,2
"Prepa 3 plantel ""Cuauhtémoc""",https://www.misprofesores.com/escuelas/Prepa-3-plantel-Cuauhtemoc_7187,Toluca ,Estado de México ,1
Prepa 3 “Plantel Cuauhtemoc” Uaemex,https://www.misprofesores.com/escuelas/Prepa-3-Plantel-Cuauhtemoc-Uaemex_8699,Toluca ,Estado de México ,31
Prepa 36 UAGro,https://www.misprofesores.com/escuelas/Prepa-36-UAGro_9646,Zumpango del rio.,Guerrero,5
"Prepa 4 ""IGNACIO RAMÍREZ CALZADA """,https://www.misprofesores.com/escuelas/Prepa-4-IGNACIO-RAMIREZ-CALZADA-_5970,Toluca de Lerdo,MÉXICO,3
Prepa 4 UAEH,https://www.misprofesores.com/escuelas/Prepa-4-UAEH_8231,Pachuca,Hidalgo,22
PREPA 4 UNAM,https://www.misprofesores.com/escuelas/PREPA-4-UNAM_4110,MÉXICO,D.F.,42
Prepa 5 José Vasconcelos,https://www.misprofesores.com/escuelas/Prepa-5-Jose-Vasconcelos_3582,Coyoacan,Distrito Federal,124
Prepa 5 UAEmex,https://www.misprofesores.com/escuelas/Prepa-5-UAEmex_6454,Toluca,México ,2
Prepa 5 UNAM,https://www.misprofesores.com/escuelas/Prepa-5-UNAM_5754,Ciudad de Mexico,Ciudad de Mexico,3
Prepa 6,https://www.misprofesores.com/escuelas/Prepa-6_6456,Mexico,,1
Prepa 6 Antonio Caso,https://www.misprofesores.com/escuelas/Prepa-6-Antonio-Caso_3690,México,Distrito Federal,177
Prepa 7,https://www.misprofesores.com/escuelas/Prepa-7_5699,Zapopan jalisco,,2
Prepa 7 Udg,https://www.misprofesores.com/escuelas/Prepa-7-Udg_5983,Zapopan ,Jalisco ,4
PREPA 7 UNIVERSIDAD DE GUADALAJARA,https://www.misprofesores.com/escuelas/PREPA-7-UNIVERSIDAD-DE-GUADALAJARA_5572,ZAPOPAN,JALISCO,6
Prepa 8,https://www.misprofesores.com/escuelas/Prepa-8_2478,Zapopan,Jalisco,59
Prepa 9,https://www.misprofesores.com/escuelas/Prepa-9_6535,CDMX ,,1
Prepa 9 UDG,https://www.misprofesores.com/escuelas/Prepa-9-UDG_7104,Zapopan,Jalisco ,2
Prepa 99,https://www.misprofesores.com/escuelas/Prepa-99_2175,Coacalco,México,1
Prepa 99,https://www.misprofesores.com/escuelas/Prepa-99_2176,Coacalco,México,5
Prepa Anáhuac Campus Oxford,https://www.misprofesores.com/escuelas/Prepa-Anahuac-Campus-Oxford_6277,Ciudad de México ,Ciudad de México ,38
Prepa en Línea-SEP,https://www.misprofesores.com/escuelas/Prepa-en-LineaSEP_6545,Virtual,,6
Prepa Liceo de Monterrey (Mujeres),https://www.misprofesores.com/escuelas/Prepa-Liceo-de-Monterrey-Mujeres_5181,San Pedro Garza García,Nuevo León,1
Prepa Norte UAQ,https://www.misprofesores.com/escuelas/Prepa-Norte-UAQ_10518,Querétaro,Querétaro,4
PREPA OFICIAL ANEXA A LA NORMAL DE LOS REYES,https://www.misprofesores.com/escuelas/PREPA-OFICIAL-ANEXA-A-LA-NORMAL-DE-LOS-REYES_1941,LA PAZ,MEXICO,18
Prepa Sor Juana Inés de la Cruz UAEM,https://www.misprofesores.com/escuelas/Prepa-Sor-Juana-Ines-de-la-Cruz-UAEM_9538,Amecameca ,México ,1
Prepa Tec Campus Colima,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Colima_1198,Colima,Colima,1
Prepa Tec Campus Cuernavaca,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Cuernavaca_1180,Cuernavaca,Morelos,1
Prepa Tec Campus Cumbres,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Cumbres_1110,Monterrey,Nuevo León,4
Prepa Tec Campus Eugenio Garza Lagüera,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Eugenio-Garza-Laguera_1109,Monterrey,Nuevo León,2
Prepa Tec Campus Eugenio Garza Sada,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Eugenio-Garza-Sada_1108,Monterrey,Nuevo León,3
Prepa Tec Campus Leon,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Leon_2384,Leon,Guanajuato,5
Prepa Tec Campus Santa Anita,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Santa-Anita_1148,Guadalajara,Jalisco,3
Prepa Tec Campus Santa Catarina,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Santa-Catarina_1106,Monterrey,Nuevo León,2
Prepa Tec Campus Santa Fe,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Santa-Fe_1149,México,D.F.,1
Prepa Tec Campus Valle Alto,https://www.misprofesores.com/escuelas/Prepa-Tec-Campus-Valle-Alto_1107,Monterrey,Nuevo León,20
prepa tec ccm,https://www.misprofesores.com/escuelas/prepa-tec-ccm_6531,ciudad de mexico,,1
Prepa Tec Esmeralda,https://www.misprofesores.com/escuelas/Prepa-Tec-Esmeralda_5484,Zona Esmeralda,Estado de México,1
Prepa Tec ITESM,https://www.misprofesores.com/escuelas/Prepa-Tec-ITESM_1765,saltillo,Coahuila,30
Prepa Tec Santa Catarina,https://www.misprofesores.com/escuelas/Prepa-Tec-Santa-Catarina_3535,Santa Catarina,Nuevo Leon,18
Prepa tres unam,https://www.misprofesores.com/escuelas/Prepa-tres-unam_5711,Cdmx,Cdmx,2
Prepa UDEM - campus USP,https://www.misprofesores.com/escuelas/Prepa-UDEM-campus-USP_2902,San Pedro Garza Garcia,Nuevo León,78
Prepa udem UFU,https://www.misprofesores.com/escuelas/Prepa-udem-UFU_6581,"Monterrey, nl","Monterrey, NL",19
prepa UDEM UNO,https://www.misprofesores.com/escuelas/prepa-UDEM-UNO_8989,Monterrey,Nuevo León,2
Prepa UDEM Valle Alto,https://www.misprofesores.com/escuelas/Prepa-UDEM-Valle-Alto_2980,Monterrey,Nuevo Leon,5
Prepararoria Regional de Tlajomulco de Zúñiga,https://www.misprofesores.com/escuelas/Prepararoria-Regional-de-Tlajomulco-de-Zuniga_5418,Tlajomulco de Zúñiga ,Jalisco,10
Prepararoria regional de tuxpan,https://www.misprofesores.com/escuelas/Prepararoria-regional-de-tuxpan_7845,Tuxpan,Jalisco,1
preparatoria,https://www.misprofesores.com/escuelas/preparatoria_7696,atotonilco el alto,jalisco,6
"Preparatoria ""DR Víctor Nazario Montejo Godoy""",https://www.misprofesores.com/escuelas/Preparatoria-DR-Victor-Nazario-Montejo-Godoy_11117,Campeche ,Campeche ,1
Preparatoria #100,https://www.misprofesores.com/escuelas/Preparatoria-100_6787,Texcoco,Mexico,1
Preparatoria #3 uanl,https://www.misprofesores.com/escuelas/Preparatoria-3-uanl_6896,monterrey,Nuevo leon,3
preparatoria 100,https://www.misprofesores.com/escuelas/preparatoria-100_5315,texcoco,mexico,2
Preparatoria 12 UDG,https://www.misprofesores.com/escuelas/Preparatoria-12-UDG_4615,Guadalajara ,Jalisco,2
Preparatoria 13 UDG,https://www.misprofesores.com/escuelas/Preparatoria-13-UDG_5396,Guadalajara,Jalisco,28
Preparatoria 14 de UdeG,https://www.misprofesores.com/escuelas/Preparatoria-14-de-UdeG_8369,Guadalajara,Jalisco,1
preparatoria 15 florida,https://www.misprofesores.com/escuelas/preparatoria-15-florida_1471,monterrey,nuevo leon,92
Preparatoria 16,https://www.misprofesores.com/escuelas/Preparatoria-16_8004,Nuevo León,San Nicolás de los garza ,5
Preparatoria 17 uanl,https://www.misprofesores.com/escuelas/Preparatoria-17-uanl_9191,Monterrey,Nuevo Léon,1
Preparatoria 2 Erasmo Castellanos Quinto,https://www.misprofesores.com/escuelas/Preparatoria-2-Erasmo-Castellanos-Quinto_4252,DF,DF,101
Preparatoria 2 UdG,https://www.misprofesores.com/escuelas/Preparatoria-2-UdG_7423,Guadalajara ,Jalisco ,6
Preparatoria 20 Uanl,https://www.misprofesores.com/escuelas/Preparatoria-20-Uanl_8266,Santiago,Nuevo León ,3
Preparatoria 20 UDG,https://www.misprofesores.com/escuelas/Preparatoria-20-UDG_8207,Zapopan ,"Guadalajara, jalisco. ",3
Preparatoria 3 UDG,https://www.misprofesores.com/escuelas/Preparatoria-3-UDG_8093,Guadalajara,Jalisco,5
preparatoria 6 uanl,https://www.misprofesores.com/escuelas/preparatoria-6-uanl_10660,montemorelos,nuevo leon,1
Preparatoria 6 UDG,https://www.misprofesores.com/escuelas/Preparatoria-6-UDG_8418,Guadalajara,Jalisco,3
Preparatoria 6 universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-6-universidad-de-Guadalajara_4573,Zapopan,Jalisco,2
Preparatoria 7,https://www.misprofesores.com/escuelas/Preparatoria-7_5366,D. F. ,Ciudad de México ,2
Preparatoria 7 Oriente UANL,https://www.misprofesores.com/escuelas/Preparatoria-7-Oriente-UANL_6601,San Nicolás,Nuevo Leon,21
"Preparatoria 7 UNAM ""Ezequiel A. Chávez""",https://www.misprofesores.com/escuelas/Preparatoria-7-UNAM-Ezequiel-A-Chavez_5791,Ciudad de México,,8
Preparatoria 8 uanl,https://www.misprofesores.com/escuelas/Preparatoria-8-uanl_6105,Guadalupe,Nuevo leon,12
Preparatoria 8 UDG,https://www.misprofesores.com/escuelas/Preparatoria-8-UDG_7250,Zapopan,Jalisco,1
PREPARATORIA 8 UNAM,https://www.misprofesores.com/escuelas/PREPARATORIA-8-UNAM_11510,CIUDAD DE MEXICO,CIUDAD DE MEXICO,1
Preparatoria anexa a la normal de ecatepec,https://www.misprofesores.com/escuelas/Preparatoria-anexa-a-la-normal-de-ecatepec_7755,Ecatepec de Morelos ,Estado de México ,1
Preparatoria Central Diurna,https://www.misprofesores.com/escuelas/Preparatoria-Central-Diurna_7134,Culiacan,Sinaloa,2
preparatoria cristobal colon,https://www.misprofesores.com/escuelas/preparatoria-cristobal-colon_7995,Tepic,Nayarit,1
Preparatoria Cuautla no 3,https://www.misprofesores.com/escuelas/Preparatoria-Cuautla-no-3_8094,Cuautla,Morelos,2
Preparatoria de casimiro castillo modulo cuautitlan,https://www.misprofesores.com/escuelas/Preparatoria-de-casimiro-castillo-modulo-cuautitlan_9058,Cautitlan jalisco,Jalisco,1
Preparatoria de Jalisco Universidad De Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-de-Jalisco-Universidad-De-Guadalajara_3897,Guadalajara,Jalisco,2
Preparatoria dos Uady,https://www.misprofesores.com/escuelas/Preparatoria-dos-Uady_10361,Merida,Yucatan,3
Preparatoria Emiliano Zapata,https://www.misprofesores.com/escuelas/Preparatoria-Emiliano-Zapata_8439,Puebla,Puebla,1
Preparatoria Estatal no. 7 Eligio Ancona,https://www.misprofesores.com/escuelas/Preparatoria-Estatal-no-7-Eligio-Ancona_9835,merida,Yucatán,1
Preparatoria federal,https://www.misprofesores.com/escuelas/Preparatoria-federal_7625,Tehuacan,Puebla,1
Preparatoria Federal Lazaro Cardenas,https://www.misprofesores.com/escuelas/Preparatoria-Federal-Lazaro-Cardenas_6920,tijuana,Baja California,3
Preparatoria Gante,https://www.misprofesores.com/escuelas/Preparatoria-Gante_1202,Nogales,Sonora,1
Preparatoria Gral. Lázaro Cárdenas UMSNH,https://www.misprofesores.com/escuelas/Preparatoria-Gral-Lazaro-Cardenas-UMSNH_8917,Zinapecuaro ,Michoacan ,4
Preparatoria Gregorio tores quintero,https://www.misprofesores.com/escuelas/Preparatoria-Gregorio-tores-quintero_7834,Matamoros tamaulipas ,Mexico,1
Preparatoria ignacio Ramírez epir,https://www.misprofesores.com/escuelas/Preparatoria-ignacio-Ramirez-epir_7622,Mixquihuala ,Hidalgo ,1
Preparatoria Instituto Salvatierra,https://www.misprofesores.com/escuelas/Preparatoria-Instituto-Salvatierra_8741,Mexicali,Baja California,3
Preparatoria j.jesus romero flores,https://www.misprofesores.com/escuelas/Preparatoria-jjesus-romero-flores_9020,Paracho,México,1
Preparatoria Jefferson de Morelia,https://www.misprofesores.com/escuelas/Preparatoria-Jefferson-de-Morelia_5516,Morelia,Michoacán,2
Preparatoria Jose Maria morelos Y Pavón,https://www.misprofesores.com/escuelas/Preparatoria-Jose-Maria-morelos-Y-Pavon_10403,Temixco,Morelos,1
preparatoria la salle ciudad obregon,https://www.misprofesores.com/escuelas/preparatoria-la-salle-ciudad-obregon_7094,ciudad obregon,sonora,2
Preparatoria La Salle del Pedregal,https://www.misprofesores.com/escuelas/Preparatoria-La-Salle-del-Pedregal_1297,México,D.F.,33
Preparatoria Lic. Benito Juárez,https://www.misprofesores.com/escuelas/Preparatoria-Lic-Benito-Juarez_7000,Aguascalientes ,Aguascalientes ,2
preparatoria maestros mexicanos 8418,https://www.misprofesores.com/escuelas/preparatoria-maestros-mexicanos-8418_9077,chihuahua,chihuahua,1
Preparatoria maestros mexicanos 8423,https://www.misprofesores.com/escuelas/Preparatoria-maestros-mexicanos-8423_7884,Chihuahua ,Chihuahua ,2
Preparatoria Mante,https://www.misprofesores.com/escuelas/Preparatoria-Mante_7167,CD MANTE,TAMAULIPAS,4
Preparatoria municipal de nuevo ladero jose Vasconcelos,https://www.misprofesores.com/escuelas/Preparatoria-municipal-de-nuevo-ladero-jose-Vasconcelos_9652,Nuevo ladero,Tamaulipas,4
Preparatoria N?3,https://www.misprofesores.com/escuelas/Preparatoria-N3_9944,Tapachula ,Chiapas ,1
Preparatoria No 7 Puentes UANL,https://www.misprofesores.com/escuelas/Preparatoria-No-7-Puentes-UANL_10802,San Nicolás de los Garza,Nuevo León,22
Preparatoria No.  3 Universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No-3-Universidad-de-Guadalajara_3894,Guadalajara,Jalisco,3
Preparatoria No. 1,https://www.misprofesores.com/escuelas/Preparatoria-No-1_5648,Pachuca,Hidalgo,8
Preparatoria No. 13 Universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No-13-Universidad-de-Guadalajara_3674,Guadalajara,Jalisco,4
Preparatoria No. 15,https://www.misprofesores.com/escuelas/Preparatoria-No-15_4610,Zapopan,Jalisco,3
Preparatoria No. 17 Universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No-17-Universidad-de-Guadalajara_7808,Guadalajara ,Jalisco,1
Preparatoria No. 23 UANL,https://www.misprofesores.com/escuelas/Preparatoria-No-23-UANL_5148,Santa Catarina ,Nuevo León ,11
Preparatoria No. 3,https://www.misprofesores.com/escuelas/Preparatoria-No-3_4692,Pachuca,Hidalgo,2
Preparatoria No. 3 Universidad De Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No-3-Universidad-De-Guadalajara_3895,Guadalajara,Jalisco,8
Preparatoria No. 4,https://www.misprofesores.com/escuelas/Preparatoria-No-4_5362,Guadalajara,Jalisco,1
Preparatoria No. 5 Universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No-5-Universidad-de-Guadalajara_2123,Guadalajara,Jalisco,120
Preparatoria No.11 Universidad De Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No11-Universidad-De-Guadalajara_3898,Guadalajara,Jalisco,12
Preparatoria No.16 Universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No16-Universidad-de-Guadalajara_10789,Tlaquepaque,Jalisco,1
Preparatoria No.19 UANL,https://www.misprofesores.com/escuelas/Preparatoria-No19-UANL_11994,García,Nuevo León ,1
Preparatoria No.2 Universidad De Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-No2-Universidad-De-Guadalajara_3896,Guadalajara,Jalisco,2
Preparatoria No.31,https://www.misprofesores.com/escuelas/Preparatoria-No31_8714,Huamuxtitlán ,Guerrero ,1
Preparatoria no.36,https://www.misprofesores.com/escuelas/Preparatoria-no36_7156,Zumpango del Río,Guerrero,1
Preparatoria no.4 Universidad de Guadalajara,https://www.misprofesores.com/escuelas/Preparatoria-no4-Universidad-de-Guadalajara_7669,Guadalajara ,Jalisco,1
Preparatoria número 17 uagro,https://www.misprofesores.com/escuelas/Preparatoria-numero-17-uagro_10426,Acapulco guerrero ,Acapulco guerrero ,3
Preparatoria número 2 UAEH,https://www.misprofesores.com/escuelas/Preparatoria-numero-2-UAEH_10708,Tulancingo ,Hidalgo ,1
Preparatoria Numero 33 Lic. Armando Chavarría Barrera,https://www.misprofesores.com/escuelas/Preparatoria-Numero-33-Lic-Armando-Chavarria-Barrera_8493,Chilpancingo,Guerrero,4
Preparatoria número 8 UANL,https://www.misprofesores.com/escuelas/Preparatoria-numero-8-UANL_9549,Guadalupe ,Nuevo leon,1
Preparatoria número 9,https://www.misprofesores.com/escuelas/Preparatoria-numero-9_10457,Mexico,Mexico,1
Preparatoria número una uaem,https://www.misprofesores.com/escuelas/Preparatoria-numero-una-uaem_9361,Cuernavaca ,Morelos ,3
Preparatoria N° 22 UANL,https://www.misprofesores.com/escuelas/Preparatoria-N-22-UANL_4099,Monterrey,Nuevo León ,82
Preparatoria oficial No. 125 xochiquetzal,https://www.misprofesores.com/escuelas/Preparatoria-oficial-No-125-xochiquetzal_7685,CD cuauhtemoc,De mexico,1
Preparatoria Oficial No. 22,https://www.misprofesores.com/escuelas/Preparatoria-Oficial-No-22_6417,Tecamac,México,2
Preparatoria Oficial Num 88,https://www.misprofesores.com/escuelas/Preparatoria-Oficial-Num-88_7957,México,México Valle de Chalco,1
preparatoria oficial num.48,https://www.misprofesores.com/escuelas/preparatoria-oficial-num48_5323,chiconautla,mexico,3
Preparatoria oficial número 113,https://www.misprofesores.com/escuelas/Preparatoria-oficial-numero-113_9669,Cuautitlan Izcalli,México,1
Preparatoria oficial número 268 batalla de calpulalpan,https://www.misprofesores.com/escuelas/Preparatoria-oficial-numero-268-batalla-de-calpulalpan_7114,México,México ,1
Preparatoria oficial número 37,https://www.misprofesores.com/escuelas/Preparatoria-oficial-numero-37_7899,México,México,1
Preparatoria Pedregal,https://www.misprofesores.com/escuelas/Preparatoria-Pedregal_11438,México,Estado de México,1
preparatoria pedro de alba unam mexico,https://www.misprofesores.com/escuelas/preparatoria-pedro-de-alba-unam-mexico_6230,CDMX,cdmx,1
preparatoria regional cihuatlan,https://www.misprofesores.com/escuelas/preparatoria-regional-cihuatlan_7261,cihuatlan ,jalisco,1
Preparatoria Regional de Amatitan Módulo el Arenal,https://www.misprofesores.com/escuelas/Preparatoria-Regional-de-Amatitan-Modulo-el-Arenal_9393,ARENAL,JALISCO,19
Preparatoria Regional de Ciudad Guzmán,https://www.misprofesores.com/escuelas/Preparatoria-Regional-de-Ciudad-Guzman_10381,Ciudad Guzmán,Jalisco ,12
Preparatoria regional de Cocula,https://www.misprofesores.com/escuelas/Preparatoria-regional-de-Cocula_7886,Cocula,Jal.,1
Preparatoria Regional de Ecatepec,https://www.misprofesores.com/escuelas/Preparatoria-Regional-de-Ecatepec_2322,Ecatepec,Mexico,2
preparatoria regional de huixquilucan,https://www.misprofesores.com/escuelas/preparatoria-regional-de-huixquilucan_8138,huixquilucan,Estado de Mexico ,3
Preparatoria regional de jocotepec,https://www.misprofesores.com/escuelas/Preparatoria-regional-de-jocotepec_8344,Tizapan el Alto,Jalisco,1
Preparatoria regional de Puerto Vallarta,https://www.misprofesores.com/escuelas/Preparatoria-regional-de-Puerto-Vallarta_7644,Puerto Vallarta,Jalisco,1
preparatoria regional de puerto vallarta modulo ixtapa,https://www.misprofesores.com/escuelas/preparatoria-regional-de-puerto-vallarta-modulo-ixtapa_7262,puerto vallarta,jalisco,1
Preparatoria regional de San Martín,https://www.misprofesores.com/escuelas/Preparatoria-regional-de-San-Martin_8006,San Martín de Hidalgo ,Jalisco ,1
Preparatoria regional de santa anita,https://www.misprofesores.com/escuelas/Preparatoria-regional-de-santa-anita_7132,Guadalajara,jalisco ,1
Preparatoria Regional De Tala,https://www.misprofesores.com/escuelas/Preparatoria-Regional-De-Tala_8162,Tala,Jalisco,1
