Universidad,url_universidad,ciudad,estado,n_profesores
Centro universitario de periodismo y publicidad,https://www.misprofesores.com/escuelas/Centro-universitario-de-periodismo-y-publicidad_7772,Ciudad de México ,Ciudad de México ,1
Centro Universitario de Teatro CUT UNAM,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Teatro-CUT-UNAM_11936,Coyoacán ,CDMX,1
CENTRO UNIVERSITARIO DE TEMASCALTEPEC,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-DE-TEMASCALTEPEC_2549,Temascaltepec,Mexico,2
Centro universitario de Tonalá,https://www.misprofesores.com/escuelas/Centro-universitario-de-Tonala_6151,Tonalá ,Jalisco ,3
Centro Universitario de Valladolid,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Valladolid_10412,Valladolid,Yucatán ,1
Centro universitario del norte,https://www.misprofesores.com/escuelas/Centro-universitario-del-norte_9922,Colotlán ,Jalisco ,3
Centro Universitario del Sur UdG,https://www.misprofesores.com/escuelas/Centro-Universitario-del-Sur-UdG_1928,Cd. Guzmán,Jalisco,5
centro universitario emmanuel kant,https://www.misprofesores.com/escuelas/centro-universitario-emmanuel-kant_2726,D.F,mexico,1
centro universitario emmanuel kant,https://www.misprofesores.com/escuelas/centro-universitario-emmanuel-kant_2909,df,mexico ,2
centro universitario ESIQIE-IPN,https://www.misprofesores.com/escuelas/centro-universitario-ESIQIEIPN_11034,    cd de mexico.,CD DE MEXICO,2
Centro Universitario Felipe Carrillo Puerto,https://www.misprofesores.com/escuelas/Centro-Universitario-Felipe-Carrillo-Puerto_1486,Mérida,Yucatán,66
centro universitario francisco larroyo,https://www.misprofesores.com/escuelas/centro-universitario-francisco-larroyo_2358,mexico,distrito federal,1
Centro Universitario Franco Méxicano de Monterrey A.C.,https://www.misprofesores.com/escuelas/Centro-Universitario-Franco-Mexicano-de-Monterrey-AC_7479,NL.,Monterrey,5
centro universitario incarnate word,https://www.misprofesores.com/escuelas/centro-universitario-incarnate-word_2985,mexico,distrito federal,18
Centro Universitario ISIC,https://www.misprofesores.com/escuelas/Centro-Universitario-ISIC_3137,Tepic,Nayarit,41
Centro Universitario José Revueltas,https://www.misprofesores.com/escuelas/Centro-Universitario-Jose-Revueltas_11646,Nezahualcóyotl ,México ,2
CENTRO UNIVERSITARIO LATINO VERACRUZ,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-LATINO-VERACRUZ_6688,Veracruz,Veracruz,1
Centro Universitario Latinoamericano de Morelos,https://www.misprofesores.com/escuelas/Centro-Universitario-Latinoamericano-de-Morelos_4913,Cuernavaca,Morelos,1
Centro Universitario Los Ángeles,https://www.misprofesores.com/escuelas/Centro-Universitario-Los-Angeles_8152,Mexico,Huehuetoca,2
Centro universitario México,https://www.misprofesores.com/escuelas/Centro-universitario-Mexico_5322,Ciudad de México ,Ciudad de México ,2
Centro Universitario Mexico,https://www.misprofesores.com/escuelas/Centro-Universitario-Mexico_2565,Coacalco,Mexico,7
Centro Universitario México,https://www.misprofesores.com/escuelas/Centro-Universitario-Mexico_11323,Ayutla,Guerrero,1
Centro Universitario Montejo,https://www.misprofesores.com/escuelas/Centro-Universitario-Montejo_8087,Merida,México ,4
CENTRO UNIVERSITARIO OPARIN,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-OPARIN_4600,ECATEPEC,ESTADO DE MEXICO,3
Centro universitario paso del norte,https://www.misprofesores.com/escuelas/Centro-universitario-paso-del-norte_4537,Cd.juarez,Chihuahua,1
Centro Universitario Paso del Norte,https://www.misprofesores.com/escuelas/Centro-Universitario-Paso-del-Norte_3878,Cd Juárez,Chihuahua,4
Centro Universitario República de México,https://www.misprofesores.com/escuelas/Centro-Universitario-Republica-de-Mexico_4272,Mérida,Yucatán,5
Centro Universitario San Angel,https://www.misprofesores.com/escuelas/Centro-Universitario-San-Angel_1721,Distrito Federal,Mexico,5
CENTRO UNIVERSITARIO SAN SANGEL,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-SAN-SANGEL_2282,DF,DF,2
centro universitario siglo XXI,https://www.misprofesores.com/escuelas/centro-universitario-siglo-XXI_2134,pachuca,hidalgo,5
Centro Universitario Tlacaélel (CUT),https://www.misprofesores.com/escuelas/Centro-Universitario-Tlacaelel-CUT_12166,Ixtapaluca,Estado de México,1
Centro Universitario Tlacaelel Ixtapaluca,https://www.misprofesores.com/escuelas/Centro-Universitario-Tlacaelel-Ixtapaluca_6306,Ciudad de México ,México ,2
Centro universitario trilingüe,https://www.misprofesores.com/escuelas/Centro-universitario-trilingue_11909,Gustavo a madero ,Ciudad de México DF,1
Centro Universitario Trilingüe Cut,https://www.misprofesores.com/escuelas/Centro-Universitario-Trilingue-Cut_10856,Mexico,MEXICO,5
Centro Universitario UAEM  Amecameca,https://www.misprofesores.com/escuelas/Centro-Universitario-UAEM-Amecameca_2177,Amecameca,Mexico,20
Centro Universitario UAEM  Zumpango,https://www.misprofesores.com/escuelas/Centro-Universitario-UAEM-Zumpango_3230,Zumpango,Mexico,33
Centro Universitario UAEM Atlacomulco,https://www.misprofesores.com/escuelas/Centro-Universitario-UAEM-Atlacomulco_5835,Atlacomulco,Estado de México,2
Centro Universitario UAEM Texcoco,https://www.misprofesores.com/escuelas/Centro-Universitario-UAEM-Texcoco_5794,Texcoco,Estado de México ,4
Centro Universitario UAEM Valle de Teotihuacan,https://www.misprofesores.com/escuelas/Centro-Universitario-UAEM-Valle-de-Teotihuacan_2882,Axapusco,Mexico,4
Centro Universitario UAEMéx Valle México,https://www.misprofesores.com/escuelas/Centro-Universitario-UAEMex-Valle-Mexico_7034,Atizapan de Zaragoza ,Estado de México ,23
Centro Universitario UTEG,https://www.misprofesores.com/escuelas/Centro-Universitario-UTEG_3200,Guadalajara,Jalisco,28
Centro Universitario Valle de Anáuhac,https://www.misprofesores.com/escuelas/Centro-Universitario-Valle-de-Anauhac_5112,Coacalco ,Mexico,2
centro universitario valle de teotihuacan,https://www.misprofesores.com/escuelas/centro-universitario-valle-de-teotihuacan_8028,"santo domingo, axapusco, estado de mexico",estado de mexico,1
centro universitariso de arquitectura artes  y diseño,https://www.misprofesores.com/escuelas/centro-universitariso-de-arquitectura-artes-y-diseno_5372,Guadalajara,Jalisco,1
CENTRO UNIVERSITRIO ALBERT EINSTEIN,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITRIO-ALBERT-EINSTEIN_3046,CHALCO,ESTADO DE MÉXICO,27
Centro Univesitario UAEM Texcoco,https://www.misprofesores.com/escuelas/Centro-Univesitario-UAEM-Texcoco_3036,Texcoco,Mexico,27
CentroGeo,https://www.misprofesores.com/escuelas/CentroGeo_3100,Mexico,Distrito Federal,19
Centros de Integración Juvenil,https://www.misprofesores.com/escuelas/Centros-de-Integracion-Juvenil_11584,Iztapalapa,Ciudad de México,1
CESBA,https://www.misprofesores.com/escuelas/CESBA_10234,QUERETARO,QUERETARO,2
Cesba Qro,https://www.misprofesores.com/escuelas/Cesba-Qro_6184,"Querétaro,",Querétaro,6
CESCIJUC,https://www.misprofesores.com/escuelas/CESCIJUC_5724,Morelia,Michoacán,4
cescijuc,https://www.misprofesores.com/escuelas/cescijuc_7199,Jalisco ,Guadalajara ,1
CESCIJUC,https://www.misprofesores.com/escuelas/CESCIJUC_4667,hermosillo,Sonora,7
CESCIJUC,https://www.misprofesores.com/escuelas/CESCIJUC_3932,México,México,151
Cescijuc Ecatepec,https://www.misprofesores.com/escuelas/Cescijuc-Ecatepec_10476,Ecatepec ,Estado de México ,1
CESCIJUC TLALNEPANTLA,https://www.misprofesores.com/escuelas/CESCIJUC-TLALNEPANTLA_5044,MEXICO,MEXICO,8
Cesijuc,https://www.misprofesores.com/escuelas/Cesijuc_4806,México,Mexico,7
CESSA,https://www.misprofesores.com/escuelas/CESSA_1112,México,D.F.,21
CESSA Campus Estado de México,https://www.misprofesores.com/escuelas/CESSA-Campus-Estado-de-Mexico_5401,Atizapán,México,1
CESTEC Colon,https://www.misprofesores.com/escuelas/CESTEC-Colon_2132,Mexico,Querétaro,2
CESUES,https://www.misprofesores.com/escuelas/CESUES_1951,HERMOSILLO,SONORA,1
CESUES,https://www.misprofesores.com/escuelas/CESUES_3110,mexico,sonora,1
CESUVER,https://www.misprofesores.com/escuelas/CESUVER_4036,Veracruz,Veracruz,3
CET 1 WALTER CROSS BUCHANAN IPN,https://www.misprofesores.com/escuelas/CET-1-WALTER-CROSS-BUCHANAN-IPN_2968,"MEXICO D,F.","D,F.",168
CETEC ATIZAPAN,https://www.misprofesores.com/escuelas/CETEC-ATIZAPAN_5364,ATIZAPAN DE ZARAGOZA,MEXICO,11
cetec martinez de la torre,https://www.misprofesores.com/escuelas/cetec-martinez-de-la-torre_10158,martinez de la torre,veracruz,2
CETEC Nicolás Romero,https://www.misprofesores.com/escuelas/CETEC-Nicolas-Romero_10767,Nicolás Romero,Estado de México,2
ceti,https://www.misprofesores.com/escuelas/ceti_2930,Guadalajara,Jalisco,80
CETI COLOMOS,https://www.misprofesores.com/escuelas/CETI-COLOMOS_6372,Zapopan ,Jalisco,75
Cetis 10,https://www.misprofesores.com/escuelas/Cetis-10_8318,Alvaro Obregón,DF - Distrito Federal,2
CETis 100,https://www.misprofesores.com/escuelas/CETis-100_7418,Tepic,Nayarit,5
cetis 104,https://www.misprofesores.com/escuelas/cetis-104_2118,puebla,puebla,24
CETis 105,https://www.misprofesores.com/escuelas/CETis-105_2991,Queretaro,Queretaro,53
cetis 109,https://www.misprofesores.com/escuelas/cetis-109_1539,madero,tamaulipas,3
Cetis 11,https://www.misprofesores.com/escuelas/Cetis-11_11547,CDMX,CDMX,1
Cetis 111 Vicente guerrero,https://www.misprofesores.com/escuelas/Cetis-111-Vicente-guerrero_7939,Tuxpam,Veracruz,2
CETIS 115,https://www.misprofesores.com/escuelas/CETIS-115_8927,Celaya,Guanajuato,1
Cetis 116,https://www.misprofesores.com/escuelas/Cetis-116_6022,acapulco,guerrero,4
CETIS 12,https://www.misprofesores.com/escuelas/CETIS-12_7493,Civac ,Morelos,3
CETis 120,https://www.misprofesores.com/escuelas/CETis-120_8160,Morelia,Michoacán,2
CEtis 128,https://www.misprofesores.com/escuelas/CEtis-128_7592,Nogales,Sonora,6
CETis 13,https://www.misprofesores.com/escuelas/CETis-13_9251,Ciudad de México ,,1
Cetis 132,https://www.misprofesores.com/escuelas/Cetis-132_8164,Chiautempan,Tlaxcala ,2
CETis 139uana,https://www.misprofesores.com/escuelas/CETis-139uana_7272,Silao de la Victoria,Guanajuato,1
Cetis 14,https://www.misprofesores.com/escuelas/Cetis-14_7456,jalisco,Jal.,2
Cetis 141 Dr. Manuel Gamio,https://www.misprofesores.com/escuelas/Cetis-141-Dr-Manuel-Gamio_7050,México,México,3
cetis 142,https://www.misprofesores.com/escuelas/cetis-142_2750,Tequisquiapan,Queretaro,5
cetis 145,https://www.misprofesores.com/escuelas/cetis-145_9283,Martinez de la torre,Veracruz-Llave (VER),2
CETIS 15,https://www.misprofesores.com/escuelas/CETIS-15_12118,Veracruz,Veracruz,1
CETis 150,https://www.misprofesores.com/escuelas/CETis-150_3307,Apaseo el Alto,Guanajuato,50
CETIS 152,https://www.misprofesores.com/escuelas/CETIS-152_6853,Ciudad de México,,4
CETis 16,https://www.misprofesores.com/escuelas/CETis-16_4717,Querétaro,Querétaro,1
CETIS 2,https://www.misprofesores.com/escuelas/CETIS-2_6266,Coyoacán,Ciudad de México,2
CETIS 2  DE LA -ESIQIE-IPN,https://www.misprofesores.com/escuelas/CETIS-2-DE-LA-ESIQIEIPN_11035,    cd de mexico.,CD DE MEXICO,2
Cetis 21,https://www.misprofesores.com/escuelas/Cetis-21_4763,León,Guanajuato,3
CETIS 27,https://www.misprofesores.com/escuelas/CETIS-27_11475,Uruapan,Michoacan,1
CETIS 29,https://www.misprofesores.com/escuelas/CETIS-29_8530,Ciudad de México,México DF,8
CETIS 3,https://www.misprofesores.com/escuelas/CETIS-3_7938,Ciudad de México,Ciudad de México,2
CETIS 30,https://www.misprofesores.com/escuelas/CETIS-30_3124,México,Distrito Federal,21
"CETis 31 ""Leona Vicario""",https://www.misprofesores.com/escuelas/CETis-31-Leona-Vicario_6840,CDMX,México,12
Cetis 32,https://www.misprofesores.com/escuelas/Cetis-32_7041,Mexico,,2
CETis 33,https://www.misprofesores.com/escuelas/CETis-33_6395,Azcapotzalco ,CD MX,6
CETIS 34,https://www.misprofesores.com/escuelas/CETIS-34_10083,Lázaro cárdenas,Michoacán,1
CETIS 36,https://www.misprofesores.com/escuelas/CETIS-36_2088,CHILPAN,MEXICO,41
CETIS 37,https://www.misprofesores.com/escuelas/CETIS-37_9332,Nezahualcoyotl,De México,1
Cetis 39,https://www.misprofesores.com/escuelas/Cetis-39_3375,Xochimilco,D.F.,13
cetis 43,https://www.misprofesores.com/escuelas/cetis-43_7350,xochitepec,Morelos,4
cetis 49,https://www.misprofesores.com/escuelas/cetis-49_6931,cdmx,xochimilco,3
Cetis 5,https://www.misprofesores.com/escuelas/Cetis-5_7728,Cdmx,Cdmx,2
CETIS 51,https://www.misprofesores.com/escuelas/CETIS-51_5729,Ciudad de Mexico,,1
CETIS 52,https://www.misprofesores.com/escuelas/CETIS-52_6640,Ciudad de México,,1
cetis 53,https://www.misprofesores.com/escuelas/cetis-53_6900,mexico,México ,4
"Cetis 53 ""Vicente Ramón Guerrero Saldaña""",https://www.misprofesores.com/escuelas/Cetis-53-Vicente-Ramon-Guerrero-Saldana_9578,Iztapalapa ,Ciudad de México ,20
cetis 54,https://www.misprofesores.com/escuelas/cetis-54_6049,ciudad de mexico ,cdmx,3
Cetis 56,https://www.misprofesores.com/escuelas/Cetis-56_6520,Ciudad de México ,Ciudad de México ,1
Cetis 57,https://www.misprofesores.com/escuelas/Cetis-57_7485,Ciudad de México ,México ,1
Cetis 57,https://www.misprofesores.com/escuelas/Cetis-57_6570,CDMX ,Ciudad de México ,3
cetis 58,https://www.misprofesores.com/escuelas/cetis-58_5151,tijuana,baja california,8
Cetis 6,https://www.misprofesores.com/escuelas/Cetis-6_7509,Mexico,DF,1
CETIS 60,https://www.misprofesores.com/escuelas/CETIS-60_1879,RAMOS ARIZPE,COAHUILA,41
CETIS 62,https://www.misprofesores.com/escuelas/CETIS-62_9787,Salamanca,Guanajuato,4
Cetis 64,https://www.misprofesores.com/escuelas/Cetis-64_7662,Mexico,Mexico,5
cetis 65,https://www.misprofesores.com/escuelas/cetis-65_3776,ecatepec,mexico,14
Cetis 66,https://www.misprofesores.com/escuelas/Cetis-66_6696,San Pedro Garza Garcia ,Nuevo León ,2
Cetis 67 ????,https://www.misprofesores.com/escuelas/Cetis-67-_11969,San Pedro cholula ,Puebla,1
CETIS 70,https://www.misprofesores.com/escuelas/CETIS-70_7700,Villahermosa,Tabasco,9
Cetis 71,https://www.misprofesores.com/escuelas/Cetis-71_7240,Reynosa,Tamaulipas,4
Cetis 72,https://www.misprofesores.com/escuelas/Cetis-72_5892,Minatitlán,Veracruz,7
cetis 74,https://www.misprofesores.com/escuelas/cetis-74_5483,Ensenada,Baja California,2
Cetis 76,https://www.misprofesores.com/escuelas/Cetis-76_7688,Ciudad de México,Ciudad de México,1
Cetis 79,https://www.misprofesores.com/escuelas/Cetis-79_6977,Coatzacoalcos ,Veracruz ,3
cetis 99,https://www.misprofesores.com/escuelas/cetis-99_9823,yautepec,morelos,2
CETIS No. 50,https://www.misprofesores.com/escuelas/CETIS-No-50_2484,DF,Mexico DF,42
Cetis no. 56 Ricardo Flores Magón,https://www.misprofesores.com/escuelas/Cetis-no-56-Ricardo-Flores-Magon_8632,CDMX,,2
Cetis No. 62,https://www.misprofesores.com/escuelas/Cetis-No-62_8875,Salamanca,Guanajuato,6
CETis no. 70,https://www.misprofesores.com/escuelas/CETis-no-70_10704,Villahermosa,Tabasco,1
Cetis116,https://www.misprofesores.com/escuelas/Cetis116_10316,Acapulco ,Guerrero ,1
Cetis61,https://www.misprofesores.com/escuelas/Cetis61_8678,Ciudad Juarez,Chihuahua,1
Cetmar 08 Gonzales Camarena,https://www.misprofesores.com/escuelas/Cetmar-08-Gonzales-Camarena_10041,Mazatlán,Sinaloa,1
Cetmar18,https://www.misprofesores.com/escuelas/Cetmar18_9616,Acapulco,Guerrero,1
CETYS (Ensenada),https://www.misprofesores.com/escuelas/CETYS-Ensenada_1208,Ensenada,Baja California,8
CETYS Mexicali,https://www.misprofesores.com/escuelas/CETYS-Mexicali_2539,Mexicali,Baja California,100
CETYS Universidad,https://www.misprofesores.com/escuelas/CETYS-Universidad_2589,Tijuana,Baja California,48
CEU PART,https://www.misprofesores.com/escuelas/CEU-PART_2152,Distrito Federal,Mexico D.F.,4
CEUALM,https://www.misprofesores.com/escuelas/CEUALM_4597,Ocotlan,Jalisco,1
CEUHZ,https://www.misprofesores.com/escuelas/CEUHZ_2009,TOLUCA,MEXICO,2
CEUHZ,https://www.misprofesores.com/escuelas/CEUHZ_2285,TOLUCA,MEXICO,3
Ceum,https://www.misprofesores.com/escuelas/Ceum_8584,Campeche,,1
Ceum,https://www.misprofesores.com/escuelas/Ceum_11396,Mérida ,Yucatan,1
CEUNI,https://www.misprofesores.com/escuelas/CEUNI_3505,PUEBLA,PUEBLA,9
ceunico,https://www.misprofesores.com/escuelas/ceunico_1747,acayucan,veracruz,1
ceuniv siglo xxi,https://www.misprofesores.com/escuelas/ceuniv-siglo-xxi_9783,cunduacan,tabasco,1
CHAPINGO,https://www.misprofesores.com/escuelas/CHAPINGO_1950,MEXICO,TEXCOCO,48
chetumal,https://www.misprofesores.com/escuelas/chetumal_1895,chetumal,oaxaca,1
CIATEQ- Querétaro,https://www.misprofesores.com/escuelas/CIATEQ-Queretaro_3709,Queretaro,Queretaro,5
CIC IPN,https://www.misprofesores.com/escuelas/CIC-IPN_4616,D.F.,D.F.,22
"CICATA-IPN, Unidad Legaria",https://www.misprofesores.com/escuelas/CICATAIPN-Unidad-Legaria_6194,Ciudad de México,Ciudad de México,1
cics santotomas,https://www.misprofesores.com/escuelas/cics-santotomas_1837,d.f,mexico,2
CICS UMA,https://www.misprofesores.com/escuelas/CICS-UMA_3313,DISTRITO FEDERAL,DISTRITO FEDERAL,6
CICS UMA,https://www.misprofesores.com/escuelas/CICS-UMA_6243,CDMX,CDMX,1
CICS UST - IPN,https://www.misprofesores.com/escuelas/CICS-UST-IPN_3113,MEXICO,DF,12
CICS.UST,https://www.misprofesores.com/escuelas/CICSUST_4703,México,Distrito Federal,1
CIDE,https://www.misprofesores.com/escuelas/CIDE_1523,Mexico,D.F.,19
CIDE Región Centro,https://www.misprofesores.com/escuelas/CIDE-Region-Centro_8449,Aguascalientes,Aguascalientes,2
CIDEB,https://www.misprofesores.com/escuelas/CIDEB_5954,Monterrey,Nuevo León,1
CIDETEC IPN,https://www.misprofesores.com/escuelas/CIDETEC-IPN_3163,D.F.,D.F.,22
ciecas,https://www.misprofesores.com/escuelas/ciecas_2619,D.F.,D.F.,1
CIECAS,https://www.misprofesores.com/escuelas/CIECAS_2712,DISTRITO FEDERAL,DF,7
Ciencias políticas y sociales unam,https://www.misprofesores.com/escuelas/Ciencias-politicas-y-sociales-unam_5961,México ,,4
Ciencias quimicas universidad de guadalajara,https://www.misprofesores.com/escuelas/Ciencias-quimicas-universidad-de-guadalajara_10956,guadalajara,jalisco ,1
Ciencias unam,https://www.misprofesores.com/escuelas/Ciencias-unam_10750,Cdmx,,1
Ciencias. Políticas y sociales,https://www.misprofesores.com/escuelas/Ciencias-Politicas-y-sociales_5638,Mexico,,1
Cies Cuernavaca,https://www.misprofesores.com/escuelas/Cies-Cuernavaca_6883,Cuernavaca,Morelos,1
CIES Vasconcelos,https://www.misprofesores.com/escuelas/CIES-Vasconcelos_4953,Querétaro,Querétaro,1
CIES Vasconcelos,https://www.misprofesores.com/escuelas/CIES-Vasconcelos_5163,Qro,Querétaro,15
CIESAS DF,https://www.misprofesores.com/escuelas/CIESAS-DF_4160,DF,DF,5
CIESAS Sureste,https://www.misprofesores.com/escuelas/CIESAS-Sureste_1666,San Cristóbal de Las Casas,Chiapas,1
CIEUD,https://www.misprofesores.com/escuelas/CIEUD_8284,Puebla,Puebla,5
CIIDIR Oaxaca,https://www.misprofesores.com/escuelas/CIIDIR-Oaxaca_1959,Oaxaca de Juarez,Oaxaca,4
CIIDIR Sinaloa,https://www.misprofesores.com/escuelas/CIIDIR-Sinaloa_1960,Guasave,Sinaloa,1
CIIEMAD,https://www.misprofesores.com/escuelas/CIIEMAD_3476,DF,DF,14
CIMAT,https://www.misprofesores.com/escuelas/CIMAT_5509,Guanajuato,Guanajuato,33
CIMAT Aguascalientes,https://www.misprofesores.com/escuelas/CIMAT-Aguascalientes_6702,Aguascalientes,Aguascalientes,3
CINVESTAV - IRAPUATO,https://www.misprofesores.com/escuelas/CINVESTAV-IRAPUATO_5003,Irapuato,Guanajuato,1
CINVESTAV depto. Química,https://www.misprofesores.com/escuelas/CINVESTAV-depto-Quimica_6571,Gustavo A Madero,Ciudad de México,5
CINVESTAV DF-CONTROL AUTOMÁTICO,https://www.misprofesores.com/escuelas/CINVESTAV-DFCONTROL-AUTOMATICO_3044,DF,DF,15
